縣市 ,測站名稱 ,空氣污染指標 ,指標污染物, 狀態 ,二氧化硫濃度 ,一氧化碳濃度 ,臭氧濃度 ,懸浮微粒濃度 ,細懸浮微粒濃度 ,二氧化氮濃度 ,細懸浮微粒指標 ,氮氧化物 ,一氧化氮 ,發佈時間
臺東縣,臺東,35,,良好,0.5,0.35,42,24,3,2.3,1,2.03,-.28,2017-04-22 06:00
臺東縣,關山,39,,良好,1.4,,47,8,5,,1,,,2017-04-22 06:00
臺東縣,臺東,41,,良好,0.6,0.24,49,18,7,3.1,1,3.48,.34,2017-04-22 08:00
臺東縣,關山,39,,良好,1.4,,47,15,4,5.2,1,4.95,-.21,2017-04-22 08:00
臺東縣,臺東,40,,良好,0.5,0.26,48,25,8,4.1,1,4.56,.5,2017-04-22 09:00
臺東縣,關山,40,,良好,1.4,,47,16,6,5.6,1,5.19,-.36,2017-04-22 09:00
臺東縣,臺東,38,,良好,0.5,0.3,45,26,8,4.8,1,5.28,.48,2017-04-22 10:00
臺東縣,關山,39,,良好,1.5,,47,24,9,,1,,,2017-04-22 10:00
臺東縣,臺東,36,,良好,0.7,0.36,43,32,12,6.8,1,7.78,.95,2017-04-22 11:00
臺東縣,關山,39,,良好,1.6,,47,35,11,6,1,7.94,1.95,2017-04-22 11:00
臺東縣,臺東,32,,良好,0.7,0.42,39,29,13,9,1,10.6,1.57,2017-04-22 12:00
臺東縣,關山,40,,良好,1.6,,48,37,14,5.2,1,7.43,2.23,2017-04-22 12:00
臺東縣,臺東,33,,良好,0.7,0.39,40,21,8,8.2,1,9.55,1.39,2017-04-22 13:00
臺東縣,關山,41,,良好,1.7,,49,38,14,4.4,1,6.37,1.98,2017-04-22 13:00
臺東縣,臺東,35,,良好,0.6,0.34,42,26,8,5.8,1,6.63,.81,2017-04-22 14:00
臺東縣,關山,39,,良好,1.7,,47,40,13,4.8,1,6.65,1.89,2017-04-22 14:00
臺東縣,臺東,35,,良好,0.6,0.34,42,26,8,5.8,1,6.63,.81,2017-04-22 14:00
臺東縣,關山,39,,良好,1.7,,47,40,13,4.8,1,6.65,1.89,2017-04-22 14:00
臺東縣,臺東,34,,良好,0.6,0.37,41,30,10,6.1,1,6.67,.59,2017-04-22 16:00
臺東縣,關山,40,,良好,1.7,,48,45,17,5.8,2,7.72,1.94,2017-04-22 16:00
臺東縣,臺東,34,,良好,0.5,0.38,41,32,12,7.2,1,7.83,.63,2017-04-22 17:00
臺東縣,關山,36,,良好,1.6,,43,41,18,7.3,2,9.01,1.75,2017-04-22 17:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,34,,良好,0.6,0.45,41,31,14,9.5,1,10.34,.86,2017-04-22 18:00
臺東縣,關山,36,,良好,1.6,,38,33,18,11,2,13.69,2.22,2017-04-22 18:00
臺東縣,臺東,35,,良好,0.9,0.27,42,15,7,2.2,1,2.4,.24,2017-04-23 02:00
臺東縣,關山,34,,良好,1,,41,17,9,2.1,2,3.37,1.27,2017-04-23 02:00
臺東縣,臺東,35,,良好,0.9,0.27,42,15,7,2.2,1,2.4,.24,2017-04-23 02:00
臺東縣,關山,34,,良好,1,,41,17,9,2.1,2,3.37,1.27,2017-04-23 02:00
臺東縣,臺東,35,,良好,0.9,0.27,42,15,7,2.2,1,2.4,.24,2017-04-23 02:00
臺東縣,關山,34,,良好,1,,41,17,9,2.1,2,3.37,1.27,2017-04-23 02:00
臺東縣,臺東,35,,良好,0.9,0.27,42,15,7,2.2,1,2.4,.24,2017-04-23 02:00
臺東縣,關山,34,,良好,1,,41,17,9,2.1,2,3.37,1.27,2017-04-23 02:00
臺東縣,臺東,35,,良好,0.9,0.27,42,15,7,2.2,1,2.4,.24,2017-04-23 02:00
臺東縣,關山,34,,良好,1,,41,17,9,2.1,2,3.37,1.27,2017-04-23 02:00
臺東縣,臺東,29,,良好,0.9,0.36,35,13,5,6.2,1,8.12,1.9,2017-04-23 08:00
臺東縣,關山,40,,良好,1.1,,48,30,17,3.8,1,4.92,1.14,2017-04-23 08:00
臺東縣,臺東,32,,良好,0.9,0.36,39,18,8,7.1,1,9.19,2.09,2017-04-23 09:00
臺東縣,關山,41,,良好,1.1,,50,26,17,4.1,2,5.32,1.26,2017-04-23 09:00
臺東縣,臺東,35,,良好,1,0.37,42,21,14,7,1,8.98,2.02,2017-04-23 10:00
臺東縣,關山,42,,良好,1.1,,50,22,13,3.5,2,5.15,1.61,2017-04-23 10:00
臺東縣,臺東,36,,良好,0.9,0.35,43,18,17,7.3,1,9.33,2.07,2017-04-23 11:00
臺東縣,關山,41,,良好,1.1,,49,21,11,4.7,2,6.68,2.03,2017-04-23 11:00
臺東縣,臺東,35,,良好,1,0.37,43,18,12,7.5,1,9.78,2.27,2017-04-23 12:00
臺東縣,關山,42,,良好,1.1,,50,22,10,3.1,2,5.04,1.96,2017-04-23 12:00
臺東縣,臺東,38,,良好,0.9,0.34,45,22,8,6.5,1,8.78,2.33,2017-04-23 13:00
臺東縣,關山,41,,良好,1.1,,49,25,10,4,1,5.87,1.83,2017-04-23 13:00
臺東縣,臺東,40,,良好,0.8,0.33,48,21,10,5.9,1,8.25,2.32,2017-04-23 14:00
臺東縣,關山,43,,良好,1.2,,52,27,13,3.3,1,4.7,1.44,2017-04-23 14:00
臺東縣,臺東,39,,良好,0.9,0.33,47,21,10,5.4,1,7.53,2.16,2017-04-23 15:00
臺東縣,關山,44,,良好,1.2,,53,26,11,3.1,1,4.83,1.76,2017-04-23 15:00
臺東縣,臺東,39,,良好,1,0.33,47,27,9,6,1,8.25,2.27,2017-04-23 16:00
臺東縣,關山,43,,良好,1.2,,51,20,10,4,1,5.53,1.58,2017-04-23 16:00
臺東縣,臺東,39,,良好,1,0.35,47,33,10,7,1,9.05,2.09,2017-04-23 17:00
臺東縣,關山,40,,良好,1.2,,48,23,12,3.7,2,4.82,1.15,2017-04-23 17:00
臺東縣,臺東,33,,良好,1,0.41,40,34,10,8.9,1,10.69,1.83,2017-04-23 18:00
臺東縣,關山,38,,良好,1.3,,46,30,14,3.7,2,5.26,1.6,2017-04-23 18:00
臺東縣,臺東,31,,良好,1,0.39,37,35,8,8,1,10.07,2.11,2017-04-23 19:00
臺東縣,關山,36,,良好,1.3,,43,36,15,5.3,2,6.94,1.62,2017-04-23 19:00
臺東縣,臺東,31,,良好,1,0.38,38,37,10,7.8,1,9.71,1.91,2017-04-23 20:00
臺東縣,關山,37,,良好,1.3,,45,44,18,4.8,2,6.15,1.34,2017-04-23 20:00
臺東縣,臺東,33,,良好,1,0.34,40,37,16,7.1,1,9.05,1.93,2017-04-23 21:00
臺東縣,關山,34,,良好,1.3,,41,45,18,4.8,2,6.59,1.76,2017-04-23 21:00
臺東縣,臺東,33,,良好,1,0.32,40,42,19,6,2,7.66,1.71,2017-04-23 22:00
臺東縣,關山,37,,良好,1.3,,41,47,18,3.2,2,4.68,1.52,2017-04-23 22:00
臺東縣,臺東,35,,良好,1,0.28,42,42,19,4,2,5.76,1.73,2017-04-23 23:00
臺東縣,關山,39,,良好,1.3,,42,43,18,2.7,2,4.31,1.62,2017-04-23 23:00
臺東縣,臺東,37,,良好,1,0.26,43,41,19,3.2,2,4.69,1.53,2017-04-24 00:00
臺東縣,關山,39,,良好,1.3,,41,40,18,2.6,2,4.06,1.51,2017-04-24 00:00
臺東縣,臺東,38,,良好,0.9,0.24,45,40,19,2.7,2,4.04,1.36,2017-04-24 01:00
臺東縣,關山,39,,良好,0.6,,39,43,17,1.9,2,3.16,1.28,2017-04-24 01:00
臺東縣,臺東,38,,良好,0.9,0.24,45,40,19,2.7,2,4.04,1.36,2017-04-24 01:00
臺東縣,關山,39,,良好,0.6,,39,43,17,1.9,2,3.16,1.28,2017-04-24 01:00
臺東縣,臺東,38,,良好,0.9,0.24,45,40,19,2.7,2,4.04,1.36,2017-04-24 01:00
臺東縣,關山,39,,良好,0.6,,39,43,17,1.9,2,3.16,1.28,2017-04-24 01:00
臺東縣,臺東,38,,良好,0.8,0.24,45,38,15,2.4,2,3.66,1.28,2017-04-24 02:00
臺東縣,關山,39,,良好,1.3,,35,43,15,1.7,2,3.36,1.62,2017-04-24 02:00
臺東縣,臺東,38,,良好,0.8,0.24,45,38,15,2.4,2,3.66,1.28,2017-04-24 02:00
臺東縣,關山,39,,良好,1.3,,35,43,15,1.7,2,3.36,1.62,2017-04-24 02:00
臺東縣,臺東,38,,良好,0.7,0.24,43,36,14,1.3,2,3.52,2.23,2017-04-24 05:00
臺東縣,關山,40,,良好,1.3,,28,36,16,1.8,2,3.45,1.63,2017-04-24 05:00
臺東縣,臺東,37,,良好,0.8,0.26,39,32,14,1.3,2,3.59,2.26,2017-04-24 06:00
臺東縣,關山,40,,良好,1.2,,24,38,15,2.7,2,4.17,1.46,2017-04-24 06:00
臺東縣,臺東,36,,良好,0.8,0.3,39,31,14,2.7,2,5.07,2.36,2017-04-24 07:00
臺東縣,關山,39,,良好,1.3,,25,36,14,3.7,2,6.07,2.39,2017-04-24 07:00
臺東縣,臺東,34,,良好,0.9,0.48,31,32,15,8.8,2,12.66,3.87,2017-04-24 09:00
臺東縣,關山,37,,良好,1.3,,18,31,15,6.1,2,9.19,3.05,2017-04-24 09:00
臺東縣,臺東,34,,良好,0.9,0.48,31,32,15,8.8,2,12.66,3.87,2017-04-24 09:00
臺東縣,關山,37,,良好,1.3,,18,31,15,6.1,2,9.19,3.05,2017-04-24 09:00
臺東縣,臺東,33,,良好,1.1,0.46,29,28,7,10,2,13.28,3.22,2017-04-24 11:00
臺東縣,關山,35,,良好,1.3,,26,33,14,3.1,2,5.19,2.14,2017-04-24 11:00
臺東縣,臺東,31,,良好,0.9,0.45,32,25,8,10,2,13.01,3.03,2017-04-24 12:00
臺東縣,關山,33,,良好,1.6,,35,23,10,3.4,2,5.91,2.54,2017-04-24 12:00
臺東縣,臺東,35,,良好,0.8,0.37,42,26,8,5.1,1,8.18,3.06,2017-04-24 13:00
臺東縣,關山,33,,良好,1.4,,40,18,9,2.1,2,4.7,2.64,2017-04-24 13:00
臺東縣,臺東,36,,良好,0.8,0.34,43,37,10,5,1,7.56,2.53,2017-04-24 14:00
臺東縣,關山,34,,良好,1.4,,41,15,7,2,2,4.16,2.16,2017-04-24 14:00
臺東縣,臺東,35,,良好,0.8,0.35,42,36,10,5.5,1,8.49,3,2017-04-24 15:00
臺東縣,關山,30,,良好,1.4,,36,14,8,2.2,1,4.09,1.92,2017-04-24 15:00
臺東縣,臺東,36,,良好,0.9,0.34,44,31,7,5.1,1,7.89,2.81,2017-04-24 16:00
臺東縣,關山,31,,良好,1.4,,37,15,8,1.6,1,3.39,1.76,2017-04-24 16:00
臺東縣,臺東,35,,良好,0.8,0.38,42,30,9,5.2,1,8.11,2.88,2017-04-24 17:00
臺東縣,關山,30,,良好,1.5,,36,18,6,6.7,1,8.86,2.16,2017-04-24 17:00
臺東縣,臺東,31,,良好,0.8,0.49,35,31,13,8.9,1,11.83,2.89,2017-04-24 18:00
臺東縣,關山,28,,良好,1.4,,34,23,8,6.6,1,9.16,2.55,2017-04-24 18:00
臺東縣,臺東,31,,良好,0.9,0.45,32,32,11,7.6,1,10.01,2.42,2017-04-24 19:00
臺東縣,關山,27,,良好,1.4,,33,25,11,5.1,1,7.15,2.01,2017-04-24 19:00
臺東縣,臺東,30,,良好,0.9,0.46,28,28,10,8.3,1,10.53,2.23,2017-04-24 20:00
臺東縣,關山,31,,良好,1.4,,38,24,8,1.7,1,3.12,1.47,2017-04-24 20:00
臺東縣,臺東,30,,良好,0.8,0.4,28,28,8,6.9,1,9.57,2.63,2017-04-24 21:00
臺東縣,關山,28,,良好,1.4,,33,20,6,2.6,1,4.24,1.69,2017-04-24 21:00
臺東縣,臺東,30,,良好,0.8,0.39,28,29,11,6.1,1,8.75,2.69,2017-04-24 22:00
臺東縣,關山,22,,良好,1.4,,27,20,10,3.7,1,5.42,1.68,2017-04-24 22:00
臺東縣,臺東,29,,良好,0.8,0.32,31,26,11,3.8,1,6.05,2.3,2017-04-24 23:00
臺東縣,關山,21,,良好,1.4,,19,22,12,3.6,1,5.52,1.97,2017-04-24 23:00
臺東縣,臺東,29,,良好,0.8,0.27,30,26,10,2.3,1,4.44,2.15,2017-04-25 00:00
臺東縣,關山,20,,良好,1.3,,16,21,8,1.3,1,3.02,1.76,2017-04-25 00:00
臺東縣,臺東,28,,良好,1.2,0.26,30,26,8,1.7,1,3.72,2.06,2017-04-25 01:00
臺東縣,關山,21,,良好,1.3,,15,24,5,1.1,1,2.09,1.03,2017-04-25 01:00
臺東縣,臺東,27,,良好,1.2,0.25,29,25,8,1.1,1,3.26,2.12,2017-04-25 02:00
臺東縣,關山,22,,良好,0.6,,9.2,26,4,4.2,1,5.32,1.12,2017-04-25 02:00
臺東縣,臺東,26,,良好,1.1,0.24,26,23,11,1.6,1,3.63,2.03,2017-04-25 03:00
臺東縣,關山,23,,良好,0.6,,8.3,24,8,3.3,1,6.14,2.83,2017-04-25 03:00
臺東縣,臺東,26,,良好,1.1,0.22,24,23,9,1.5,1,3.02,1.53,2017-04-25 04:00
臺東縣,關山,24,,良好,0.6,,7.1,25,12,4.5,1,7.5,3.04,2017-04-25 04:00
臺東縣,臺東,25,,良好,1.2,0.22,25,25,8,1.7,1,3.37,1.64,2017-04-25 05:00
臺東縣,關山,24,,良好,0.6,,9.4,23,7,2.9,1,5.14,2.26,2017-04-25 05:00
臺東縣,臺東,25,,良好,1.1,0.24,26,22,10,1.8,1,3.31,1.48,2017-04-25 06:00
臺東縣,關山,23,,良好,0.7,,6.8,19,5,4.3,1,7.1,2.85,2017-04-25 06:00
臺東縣,臺東,24,,良好,1.3,0.3,19,22,9,3.2,1,5.27,2.04,2017-04-25 07:00
臺東縣,關山,22,,良好,1,,6.3,22,8,6.3,1,11.59,5.32,2017-04-25 07:00
臺東縣,臺東,24,,良好,1.4,0.47,17,23,10,6.1,1,9.51,3.37,2017-04-25 08:00
臺東縣,關山,22,,良好,0.8,,10,25,10,5.6,1,10.36,4.76,2017-04-25 08:00
臺東縣,臺東,23,,良好,1.4,0.48,19,23,9,7.6,1,11.69,4.1,2017-04-25 09:00
臺東縣,關山,23,,良好,0.8,,15,24,10,4.6,1,8.5,3.9,2017-04-25 09:00
臺東縣,臺東,23,,良好,1.5,0.39,28,23,8,6.9,1,11.29,4.36,2017-04-25 10:00
臺東縣,關山,23,,良好,0.8,,18,22,8,3.9,1,7.7,3.77,2017-04-25 10:00
臺東縣,臺東,30,,良好,1.6,0.38,37,30,9,10,1,15.97,5.58,2017-04-25 11:00
臺東縣,關山,24,,良好,0.7,,25,24,7,2.3,1,5.17,2.88,2017-04-25 11:00
臺東縣,臺東,29,,良好,1.7,0.34,35,34,11,9.2,1,15.82,6.62,2017-04-25 12:00
臺東縣,關山,30,,良好,0.7,,36,20,6,1.8,1,3.77,2.03,2017-04-25 12:00
臺東縣,臺東,28,,良好,1.7,0.36,32,36,14,12,1,22.21,9.75,2017-04-25 13:00
臺東縣,關山,31,,良好,0.6,,37,16,7,1.1,1,3.42,2.32,2017-04-25 13:00
臺東縣,臺東,28,,良好,1.7,0.36,32,36,14,12,1,22.21,9.75,2017-04-25 13:00
臺東縣,關山,31,,良好,0.6,,37,16,7,1.1,1,3.42,2.32,2017-04-25 13:00
臺東縣,臺東,32,,良好,1.5,0.35,30,37,14,12,2,22.1,9.7,2017-04-25 15:00
臺東縣,關山,31,,良好,0.7,,38,17,9,3.2,1,5.56,2.33,2017-04-25 15:00
臺東縣,臺東,33,,良好,1.4,0.33,30,32,12,10,2,18.5,8.19,2017-04-25 16:00
臺東縣,關山,30,,良好,0.8,,35,23,13,4.6,1,7.5,2.94,2017-04-25 16:00
臺東縣,臺東,32,,良好,1.4,0.35,28,32,9,12,2,20.35,7.98,2017-04-25 17:00
臺東縣,關山,26,,良好,0.8,,32,27,13,6.3,1,7.9,1.65,2017-04-25 17:00
臺東縣,臺東,32,,良好,1.5,0.49,27,32,10,15,1,21.16,6.13,2017-04-25 18:00
臺東縣,關山,28,,良好,0.9,,33,26,13,5.5,1,7.62,2.15,2017-04-25 18:00
臺東縣,臺東,31,,良好,1.8,0.47,26,26,10,13,1,18.78,5.54,2017-04-25 19:00
臺東縣,關山,28,,良好,0.8,,34,23,13,3.4,1,5.59,2.15,2017-04-25 19:00
臺東縣,臺東,29,,良好,1.6,0.32,29,20,8,6.1,1,8.04,1.91,2017-04-25 20:00
臺東縣,關山,28,,良好,0.8,,34,23,8,2.2,1,3.45,1.21,2017-04-25 20:00
